,CROPS,TYPE_OF_CROP,SOIL,SEASON,SOWN,HARVESTED,SOIL_PH,CROP_DURATION,WATERSOURCE,TEMP,WATER_REQUIRED,RELATIVE_HUMIDITY
716,samai,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.8,100,"irrigated,rainfall",26.18,741,19.85
1941,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,6.5,95,"irrigated,rainfall",22.31,350,82.18
2175,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",kharif,Jun-Jul,Sep-Oct,7.4,136,"irrigated,rainfall",27.42,1003,77.94
0,rice,cereals,Alluvia or loamy and clayey soil,kharif,Jun-Jul,Sep-Oct,8.0,150,"irrigated,rainfall",21.14,2495,60.45
456,Pearl millet,millets,"clay, clay loam, or sandy loam soils",kharif,Jun-Jul,Sep-Oct,7.5,84,"irrigated,rainfall",44.13,486,94.73
1101,blackgram,pulses,sandy soils to heavy cotton soils,rabi,Oct-Dec,Apr-Jun,6.5,70,"irrigated,rainfall",41.58,987,18.0
1108,blackgram,pulses,sandy soils to heavy cotton soils,rabi,Oct-Dec,Apr-Jun,6.5,70,"irrigated,rainfall",41.58,987,18.0
1882,groundnut,oil seeds,Well-drained sandy loam or sandy clay loam soil ,kharif,Jun-Jul,Sep-Oct,6.7,150,"irrigated,rainfall",17.01,626,65.0
82,rice,cereals,Alluvia or loamy and clayey soil,kharif,Jun-Jul,Sep-Oct,7.7,150,"irrigated,rainfall",34.47,1634,78.65
1481,bengalgram,pulses,medium to heavy black soil,rabi,Oct-Dec,Apr-Jun,6.2,104,"irrigated,rainfall",27.92,914,60.0
1976,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,7.5,88,"irrigated,rainfall",22.38,429,91.15
676,panivaragu,millets,sandy loam to clays of black cotton soils,kharif,Jun-Jul,Sep-Oct,6.7,75,"irrigated,rainfall",28.96,343,16.39
2042,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,5.7,142,"irrigated,rainfall",24.48,500,90.21
2126,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",kharif,Jun-Jul,Sep-Oct,7.0,135,"irrigated,rainfall",21.88,1298,89.96
1046,kudiraivali,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.5,84,rainfed,20.0,876,16.12
1460,bengalgram,pulses,medium to heavy black soil,rabi,Oct-Dec,Apr-Jun,5.7,95,"irrigated,rainfall",28.21,992,60.0
770,samai,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.8,100,"irrigated,rainfall",26.15,742,19.85
1668,redgram,pulses,deep loam soils,rabi,Oct-Dec,Apr-Jun,6.8,132,rainfed,23.32,937,78.94
2024,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,8.4,160,"irrigated,rainfall",22.26,500,86.52
1963,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,7.5,88,"irrigated,rainfall",23.02,420,92.41
517,ragi,millets,"red, black, sandy, loamy and shallow black soils.",kharif,Jun-Jul,Sep-Oct,6.2,108,"irrigated,rainfall",21.15,1042,18.16
822,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,6.3,85,"irrigated,rainfall",28.77,770,17.06
404,Pearl millet,millets,"clay, clay loam, or sandy loam soils",kharif,Jun-Jul,Sep-Oct,7.5,79,"irrigated,rainfall",44.11,438,94.28
384,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,6.8,96,"irrigated,rainfall",33.01,474,97.83
1991,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,7.1,92,"irrigated,rainfall",22.72,401,90.94
2424,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,6.0,180,irrigated,23.11,601,70.23
104,wheat,cereals,Well Drained,rabi,Oct-Dec,Apr-Jun,6.6,81,"irrigated,rainfall",21.24,624,58.51
1633,redgram,pulses,deep loam soils,rabi,Oct-Dec,Apr-Jun,6.8,127,rainfed,24.5,1017,79.88
2384,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,7.7,309,irrigated,23.01,2371,71.97
688,panivaragu,millets,sandy loam to clays of black cotton soils,kharif,Jun-Jul,Sep-Oct,6.9,75,"irrigated,rainfall",31.66,342,19.3
2210,jute,fibre crop,Sandy and Clay Loam,kharif,Jun-Jul,Sep-Oct,7.5,140,"irrigated,rainfall",37.96,1299,89.73
826,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,6.3,86,"irrigated,rainfall",27.35,719,16.86
1240,greengram,pulses,well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,7.2,100,"irrigated,rainfall",31.87,914,63.56
62,rice,cereals,Alluvia or loamy and clayey soil,kharif,Jun-Jul,Sep-Oct,8.0,150,"irrigated,rainfall",28.19,1004,79.82
1305,cowpea,pulses, well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,5.0,61,"irrigated,rainfall",20.08,404,54.88
852,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,5.6,85,"irrigated,rainfall",28.93,875,15.25
2320,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,7.8,311,irrigated,25.75,2150,75.75
176,wheat,cereals,Well Drained,rabi,Oct-Dec,Apr-Jun,6.6,82,"irrigated,rainfall",21.36,613,57.84
1262,greengram,pulses,well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,6.7,100,"irrigated,rainfall",26.71,983,68.07
223,maize,millets,temperate podzols to the leached red soils of the tropics. ,kharif,Jun-Jul,Sep-Oct,6.3,107,"irrigated,rainfall",22.47,606,68.52
145,wheat,cereals,Well Drained,rabi,Oct-Dec,Apr-Jun,6.5,82,"irrigated,rainfall",21.51,621,57.13
1088,kudiraivali,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.9,93,rainfed,20.0,898,19.08
373,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,6.1,104,"irrigated,rainfall",38.54,500,90.22
1824,groundnut,oil seeds,Well-drained sandy loam or sandy clay loam soil ,kharif,Jun-Jul,Sep-Oct,6.5,141,"irrigated,rainfall",44.38,700,65.0
2109,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",kharif,Jun-Jul,Sep-Oct,7.3,136,"irrigated,rainfall",28.25,1047,77.16
1142,blackgram,pulses,sandy soils to heavy cotton soils,rabi,Oct-Dec,Apr-Jun,6.5,70,"irrigated,rainfall",27.02,981,18.0
2392,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,7.7,309,irrigated,23.0,2375,71.87
2163,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",kharif,Jun-Jul,Sep-Oct,7.2,136,"irrigated,rainfall",28.88,1044,73.21
1274,greengram,pulses,well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,7.1,100,"irrigated,rainfall",31.5,924,63.68
1265,greengram,pulses,well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,7.0,100,"irrigated,rainfall",34.44,998,61.98
2233,jute,fibre crop,Sandy and Clay Loam,kharif,Jun-Jul,Sep-Oct,7.5,136,"irrigated,rainfall",34.57,1169,71.78
1948,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,7.7,87,"irrigated,rainfall",23.18,432,92.23
9,rice,cereals,Alluvia or loamy and clayey soil,kharif,Jun-Jul,Sep-Oct,7.9,150,"irrigated,rainfall",28.42,1113,79.63
449,Pearl millet,millets,"clay, clay loam, or sandy loam soils",kharif,Jun-Jul,Sep-Oct,7.1,76,"irrigated,rainfall",37.22,451,81.6
1838,groundnut,oil seeds,Well-drained sandy loam or sandy clay loam soil ,kharif,Jun-Jul,Sep-Oct,6.5,141,"irrigated,rainfall",44.38,700,65.0
708,samai,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.5,100,"irrigated,rainfall",39.42,481,19.84
255,maize,millets,temperate podzols to the leached red soils of the tropics. ,kharif,Jun-Jul,Sep-Oct,6.9,105,"irrigated,rainfall",26.86,506,81.17
882,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,6.0,85,"irrigated,rainfall",27.71,733,15.96
1617,redgram,pulses,deep loam soils,rabi,Oct-Dec,Apr-Jun,6.8,130,rainfed,23.95,954,79.05
389,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,6.9,96,"irrigated,rainfall",32.31,476,97.43
2015,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,5.7,138,"irrigated,rainfall",24.32,500,92.61
2395,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.0,301,irrigated,26.89,1575,79.55
1581,horsegram,pulses, light to heavy soils ,rabi,Oct-Dec,Apr-Jun,7.1,102,rainfed,25.34,800,51.64
908,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,5.6,120,rainfed,25.32,536,19.71
924,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,5.8,120,rainfed,25.25,521,19.51
751,samai,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.7,99,"irrigated,rainfall",38.2,512,19.41
1889,groundnut,oil seeds,Well-drained sandy loam or sandy clay loam soil ,kharif,Jun-Jul,Sep-Oct,6.5,141,"irrigated,rainfall",44.38,700,65.0
460,Pearl millet,millets,"clay, clay loam, or sandy loam soils",kharif,Jun-Jul,Sep-Oct,7.3,78,"irrigated,rainfall",42.27,413,90.56
1747,soyabean,pulses,"Well-drained, Loamy Soil",kharif,Jun-Jul,Sep-Oct,7.0,90,"irrigated,rainfall",30.49,544,89.76
1947,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,6.5,95,"irrigated,rainfall",24.61,350,81.51
1224,greengram,pulses,well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,7.0,100,"irrigated,rainfall",30.66,944,63.96
1168,blackgram,pulses,sandy soils to heavy cotton soils,rabi,Oct-Dec,Apr-Jun,6.5,73,"irrigated,rainfall",20.98,824,17.89
958,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,6.5,120,rainfed,25.23,569,15.23
501,ragi,millets,"red, black, sandy, loamy and shallow black soils.",kharif,Jun-Jul,Sep-Oct,8.0,120,"irrigated,rainfall",20.12,1163,19.95
1727,soyabean,pulses,"Well-drained, Loamy Soil",kharif,Jun-Jul,Sep-Oct,7.0,90,"irrigated,rainfall",30.56,465,89.75
739,samai,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.8,94,"irrigated,rainfall",35.74,550,16.62
40,rice,cereals,Alluvia or loamy and clayey soil,kharif,Jun-Jul,Sep-Oct,7.6,150,"irrigated,rainfall",39.43,2476,71.57
868,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,6.3,86,"irrigated,rainfall",27.36,715,17.03
731,samai,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.8,88,"irrigated,rainfall",29.45,698,15.07
539,ragi,millets,"red, black, sandy, loamy and shallow black soils.",kharif,Jun-Jul,Sep-Oct,5.1,102,"irrigated,rainfall",26.5,1142,19.72
1201,greengram,pulses,well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,6.8,100,"irrigated,rainfall",28.91,965,66.39
1339,cowpea,pulses, well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,5.9,87,"irrigated,rainfall",26.67,406,53.66
697,panivaragu,millets,sandy loam to clays of black cotton soils,kharif,Jun-Jul,Sep-Oct,7.0,75,"irrigated,rainfall",44.38,350,19.95
2344,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.0,303,irrigated,26.87,2050,77.33
2087,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,8.4,160,"irrigated,rainfall",22.26,500,89.67
2076,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,8.0,159,"irrigated,rainfall",23.96,500,88.11
1371,cowpea,pulses, well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,6.4,75,"irrigated,rainfall",24.01,517,51.88
1145,blackgram,pulses,sandy soils to heavy cotton soils,rabi,Oct-Dec,Apr-Jun,6.5,70,"irrigated,rainfall",41.58,987,18.0
1031,kudiraivali,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.3,85,rainfed,20.0,743,17.57
372,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,6.6,98,"irrigated,rainfall",31.45,502,95.76
667,panivaragu,millets,sandy loam to clays of black cotton soils,kharif,Jun-Jul,Sep-Oct,6.9,75,"irrigated,rainfall",19.31,347,15.4
1431,bengalgram,pulses,medium to heavy black soil,rabi,Oct-Dec,Apr-Jun,7.0,116,"irrigated,rainfall",29.92,996,60.0
2183,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",kharif,Jun-Jul,Sep-Oct,7.2,136,"irrigated,rainfall",28.89,1041,72.93
357,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,6.2,104,"irrigated,rainfall",38.99,471,90.46
967,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,5.8,120,rainfed,26.43,657,17.8
783,samai,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.8,100,"irrigated,rainfall",26.15,742,19.85
735,samai,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.6,99,"irrigated,rainfall",37.97,495,19.31
1353,cowpea,pulses, well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,5.0,61,"irrigated,rainfall",20.08,621,54.88
1035,kudiraivali,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.3,88,rainfed,20.0,679,15.24
970,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,5.8,120,rainfed,26.53,648,17.69
470,Pearl millet,millets,"clay, clay loam, or sandy loam soils",kharif,Jun-Jul,Sep-Oct,7.5,85,"irrigated,rainfall",44.19,494,94.9
655,panivaragu,millets,sandy loam to clays of black cotton soils,kharif,Jun-Jul,Sep-Oct,7.0,75,"irrigated,rainfall",44.18,343,19.95
2353,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.0,301,irrigated,26.89,1533,79.92
1909,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,6.5,95,"irrigated,rainfall",21.9,356,84.48
2330,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.0,301,irrigated,26.89,1533,79.84
1396,cowpea,pulses, well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,6.4,74,"irrigated,rainfall",24.28,450,51.97
1536,horsegram,pulses, light to heavy soils ,rabi,Oct-Dec,Apr-Jun,6.4,100,rainfed,28.82,800,69.74
1983,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,7.7,86,"irrigated,rainfall",23.73,435,93.16
2181,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",kharif,Jun-Jul,Sep-Oct,7.1,136,"irrigated,rainfall",29.56,1131,72.02
1549,horsegram,pulses, light to heavy soils ,rabi,Oct-Dec,Apr-Jun,7.4,105,rainfed,25.26,800,50.57
1328,cowpea,pulses, well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,5.0,61,"irrigated,rainfall",20.08,685,54.88
1256,greengram,pulses,well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,7.2,100,"irrigated,rainfall",32.52,898,63.29
2161,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",kharif,Jun-Jul,Sep-Oct,7.1,136,"irrigated,rainfall",29.63,1097,71.79
1425,bengalgram,pulses,medium to heavy black soil,rabi,Oct-Dec,Apr-Jun,6.6,113,"irrigated,rainfall",29.6,865,60.0
1464,bengalgram,pulses,medium to heavy black soil,rabi,Oct-Dec,Apr-Jun,6.5,112,"irrigated,rainfall",29.68,887,60.0
1555,horsegram,pulses, light to heavy soils ,rabi,Oct-Dec,Apr-Jun,7.4,105,rainfed,25.26,800,50.57
2155,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",kharif,Jun-Jul,Sep-Oct,7.4,136,"irrigated,rainfall",27.92,993,76.61
1250,greengram,pulses,well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,6.8,100,"irrigated,rainfall",28.88,966,66.66
1699,redgram,pulses,deep loam soils,rabi,Oct-Dec,Apr-Jun,6.8,124,rainfed,24.03,1136,79.84
1252,greengram,pulses,well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,7.0,100,"irrigated,rainfall",30.79,941,63.85
2425,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,6.0,179,irrigated,20.04,601,71.91
2318,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,7.4,315,irrigated,23.17,2311,75.56
1236,greengram,pulses,well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,7.0,100,"irrigated,rainfall",30.5,946,64.31
885,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,6.2,86,"irrigated,rainfall",27.34,716,16.95
79,rice,cereals,Alluvia or loamy and clayey soil,kharif,Jun-Jul,Sep-Oct,7.4,150,"irrigated,rainfall",32.26,1185,77.49
1172,blackgram,pulses,sandy soils to heavy cotton soils,rabi,Oct-Dec,Apr-Jun,6.5,70,"irrigated,rainfall",41.58,987,18.0
814,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,6.2,86,"irrigated,rainfall",27.4,706,17.37
1852,groundnut,oil seeds,Well-drained sandy loam or sandy clay loam soil ,kharif,Jun-Jul,Sep-Oct,6.7,149,"irrigated,rainfall",17.7,609,65.0
1970,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,7.7,86,"irrigated,rainfall",23.19,440,92.96
671,panivaragu,millets,sandy loam to clays of black cotton soils,kharif,Jun-Jul,Sep-Oct,7.0,75,"irrigated,rainfall",44.38,350,19.95
2186,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",kharif,Jun-Jul,Sep-Oct,7.1,136,"irrigated,rainfall",29.46,1185,72.78
2441,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,7.6,172,irrigated,15.68,693,72.48
57,rice,cereals,Alluvia or loamy and clayey soil,kharif,Jun-Jul,Sep-Oct,7.9,150,"irrigated,rainfall",37.12,2252,78.03
133,wheat,cereals,Well Drained,rabi,Oct-Dec,Apr-Jun,7.0,90,"irrigated,rainfall",23.97,650,50.19
1140,blackgram,pulses,sandy soils to heavy cotton soils,rabi,Oct-Dec,Apr-Jun,6.5,70,"irrigated,rainfall",33.79,956,17.96
933,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,5.8,120,rainfed,26.09,637,18.07
928,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,6.5,120,rainfed,25.13,517,15.25
823,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,7.0,90,"irrigated,rainfall",28.94,507,19.87
1432,bengalgram,pulses,medium to heavy black soil,rabi,Oct-Dec,Apr-Jun,6.6,114,"irrigated,rainfall",29.44,806,60.0
1392,cowpea,pulses, well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,5.0,65,"irrigated,rainfall",20.08,493,54.88
1531,horsegram,pulses, light to heavy soils ,rabi,Oct-Dec,Apr-Jun,7.0,101,rainfed,25.52,800,53.75
1214,greengram,pulses,well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,7.0,100,"irrigated,rainfall",31.03,944,63.82
504,ragi,millets,"red, black, sandy, loamy and shallow black soils.",kharif,Jun-Jul,Sep-Oct,5.3,103,"irrigated,rainfall",26.55,1177,19.92
2469,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,7.8,163,irrigated,15.24,777,70.25
347,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,6.2,102,"irrigated,rainfall",36.46,526,90.54
386,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,7.1,95,"irrigated,rainfall",30.71,466,99.08
1024,kudiraivali,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.3,87,rainfed,20.0,736,16.15
1958,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,7.7,86,"irrigated,rainfall",23.67,431,92.79
1384,cowpea,pulses, well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,6.4,75,"irrigated,rainfall",23.9,518,51.89
894,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,6.3,86,"irrigated,rainfall",27.37,709,17.36
828,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,6.3,86,"irrigated,rainfall",27.35,705,17.48
2434,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,6.4,175,irrigated,19.11,614,70.67
475,Pearl millet,millets,"clay, clay loam, or sandy loam soils",kharif,Jun-Jul,Sep-Oct,7.4,77,"irrigated,rainfall",43.74,405,92.49
1683,redgram,pulses,deep loam soils,rabi,Oct-Dec,Apr-Jun,6.8,126,rainfed,18.1,1326,80.94
2140,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",kharif,Jun-Jul,Sep-Oct,7.1,135,"irrigated,rainfall",29.76,1188,72.33
2327,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.0,301,irrigated,26.89,1534,79.74
2125,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",kharif,Jun-Jul,Sep-Oct,7.1,136,"irrigated,rainfall",27.13,1278,76.06
2089,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,6.0,142,"irrigated,rainfall",24.71,500,87.86
652,panivaragu,millets,sandy loam to clays of black cotton soils,kharif,Jun-Jul,Sep-Oct,7.0,75,"irrigated,rainfall",43.67,344,19.95
172,wheat,cereals,Well Drained,rabi,Oct-Dec,Apr-Jun,7.0,90,"irrigated,rainfall",23.96,650,50.36
1474,bengalgram,pulses,medium to heavy black soil,rabi,Oct-Dec,Apr-Jun,7.0,119,"irrigated,rainfall",29.91,691,60.0
1149,blackgram,pulses,sandy soils to heavy cotton soils,rabi,Oct-Dec,Apr-Jun,6.5,71,"irrigated,rainfall",32.09,931,17.9
38,rice,cereals,Alluvia or loamy and clayey soil,kharif,Jun-Jul,Sep-Oct,8.0,150,"irrigated,rainfall",22.42,947,79.9
1554,horsegram,pulses, light to heavy soils ,rabi,Oct-Dec,Apr-Jun,7.4,105,rainfed,25.26,800,50.57
2385,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,7.5,314,irrigated,23.47,2280,74.85
713,samai,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.8,100,"irrigated,rainfall",29.8,719,19.85
90,rice,cereals,Alluvia or loamy and clayey soil,kharif,Jun-Jul,Sep-Oct,7.7,150,"irrigated,rainfall",28.11,994,79.33
166,wheat,cereals,Well Drained,rabi,Oct-Dec,Apr-Jun,6.5,81,"irrigated,rainfall",21.47,630,57.6
1205,greengram,pulses,well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,6.9,100,"irrigated,rainfall",30.22,957,65.2
875,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,7.0,90,"irrigated,rainfall",28.94,500,19.87
444,Pearl millet,millets,"clay, clay loam, or sandy loam soils",kharif,Jun-Jul,Sep-Oct,7.2,80,"irrigated,rainfall",41.19,429,91.21
2151,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",kharif,Jun-Jul,Sep-Oct,7.4,136,"irrigated,rainfall",27.8,1025,77.32
2291,jute,fibre crop,Sandy and Clay Loam,kharif,Jun-Jul,Sep-Oct,7.5,139,"irrigated,rainfall",37.31,1117,70.69
2483,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,7.7,165,irrigated,15.56,759,69.92
1093,kudiraivali,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.7,84,rainfed,20.0,833,17.81
1827,groundnut,oil seeds,Well-drained sandy loam or sandy clay loam soil ,kharif,Jun-Jul,Sep-Oct,6.5,141,"irrigated,rainfall",44.38,700,65.0
1155,blackgram,pulses,sandy soils to heavy cotton soils,rabi,Oct-Dec,Apr-Jun,6.5,72,"irrigated,rainfall",25.18,882,17.83
1324,cowpea,pulses, well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,6.3,64,"irrigated,rainfall",20.16,597,54.36
216,maize,millets,temperate podzols to the leached red soils of the tropics. ,kharif,Jun-Jul,Sep-Oct,6.3,107,"irrigated,rainfall",22.32,623,65.64
1350,cowpea,pulses, well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,6.4,74,"irrigated,rainfall",24.27,426,52.07
510,ragi,millets,"red, black, sandy, loamy and shallow black soils.",kharif,Jun-Jul,Sep-Oct,8.2,120,"irrigated,rainfall",11.18,780,19.95
1680,redgram,pulses,deep loam soils,rabi,Oct-Dec,Apr-Jun,6.9,123,rainfed,24.29,1008,80.25
499,Pearl millet,millets,"clay, clay loam, or sandy loam soils",kharif,Jun-Jul,Sep-Oct,7.5,85,"irrigated,rainfall",44.19,494,94.9
2457,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,6.0,180,irrigated,21.89,601,71.44
1856,groundnut,oil seeds,Well-drained sandy loam or sandy clay loam soil ,kharif,Jun-Jul,Sep-Oct,6.6,147,"irrigated,rainfall",15.39,638,65.0
1388,cowpea,pulses, well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,6.2,74,"irrigated,rainfall",20.82,453,54.39
1519,horsegram,pulses, light to heavy soils ,rabi,Oct-Dec,Apr-Jun,7.4,105,rainfed,25.26,800,50.57
